doc_id,doc_type,doc_number,doc_year,doc_name,doc_summary,article_number,chunck_id,text_original,text_book,text_title,text_chapter,text_section,tags_array,tags
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",27,portaria_421_2026_art_27,"Artigo 27. O Núcleo Intersetorial de Educação Especial Inclusiva - Núcleo Intersetorial, instância de natureza executiva, tem por finalidade promover a intersetorialidade na Educação Especial Inclusiva e acompanhar a implementação das ações da PNEEI nas regionais de ensino.",,,,,"[""Núcleo Intersetorial"", ""intersetorialidade"", ""acompanhamento PNEEI"", ""regionais de ensino""]","Núcleo Intersetorial, intersetorialidade, acompanhamento PNEEI, regionais de ensino"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",28,portaria_421_2026_art_28,"Artigo 28. Os Núcleos Intersetoriais serão constituídos nas regionais de ensino e compostos por: I - Coordenadores de Intersetorialidade; II - Agentes Intersetoriais de Educação Especial Inclusiva; III - Secretarias Municipais de Saúde; IV - Secretarias Municipais de Assistência Social; e V - Conselhos Tutelares. § 1º O Ministério da Educação realizará apoio técnico e financeiro aos Núcleos Intersetoriais. § 2º A participação dos representantes de que tratam os incisos III, IV e V do caput é de livre adesão e está condicionada à existência de equipamentos sociais ou do sistema de garantia de direitos no território.",,,,,"[""Núcleo Intersetorial"", ""composição"", ""regionais de ensino"", ""saúde assistência social""]","Núcleo Intersetorial, composição, regionais de ensino, saúde assistência social"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",29,portaria_421_2026_art_29,"Artigo 29. Os Coordenadores de Intersetorialidade serão servidores efetivos das secretarias estaduais e distrital de educação. Parágrafo único. À Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão compete a indicação dos Coordenadores de Intersetorialidade.",,,,,"[""Coordenadores de Intersetorialidade"", ""servidores efetivos"", ""secretaria estadual"", ""Secadi""]","Coordenadores de Intersetorialidade, servidores efetivos, secretaria estadual, Secadi"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",30,portaria_421_2026_art_30,"Artigo 30. Aos Coordenadores de Intersetorialidade compete: I - coordenar a implementação e o funcionamento dos Núcleos Intersetoriais; II - assegurar a integração das políticas estaduais, distrital e municipais de educação com os programas federais existentes nos territórios; III - promover a articulação intersetorial com as políticas de saúde, assistência social e direitos humanos no território; IV - supervisionar o desenvolvimento das formações continuadas e ações dos Agentes Intersetoriais de Educação Especial Inclusiva; V - elaborar plano de ação com vistas a implementar e consolidar a PNEEI no território, integrando ações de formação, produção de materiais acessíveis e articulação intersetorial; VI - promover a articulação entre os Centros de Referência, o Núcleo Intersetorial e as redes de ensino, para fins de planejamento e implementação das ações da PNEEI no território; e VII - contribuir para a implementação das Iniciativas de Autodefensoria contra o Capacitismo nas redes de ensino.",,,,,"[""Coordenadores de Intersetorialidade"", ""competências"", ""integração de políticas"", ""articulação intersetorial""]","Coordenadores de Intersetorialidade, competências, integração de políticas, articulação intersetorial"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",31,portaria_421_2026_art_31,"Artigo 31. Os Agentes Intersetoriais de Educação Especial Inclusiva serão servidores das secretarias estaduais, distrital ou municipais de educação. § 1º Ao Consed, à Undime e ao Consec, nas capitais, compete indicar os Agentes Intersetoriais de Educação Especial Inclusiva. § 2º A indicação dos Agentes Intersetoriais de Educação Especial Inclusiva deverá incluir, sempre que possível, a participação de professoras e professores com deficiência, asseguradas as condições de acessibilidade e de apoio necessárias ao exercício da função.",,,,,"[""Agentes Intersetoriais"", ""indicação"", ""Consed Undime"", ""secretarias de educação""]","Agentes Intersetoriais, indicação, Consed Undime, secretarias de educação"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",32,portaria_421_2026_art_32,"Artigo 32. Aos Agentes Intersetoriais de Educação Especial Inclusiva compete: I - coordenar a articulação intersetorial entre as redes de ensino e os serviços públicos das demais políticas setoriais nos territórios, com a finalidade de garantir a matrícula, a permanência, a participação e a aprendizagem dos estudantes público da educação especial na escola comum; II - promover a integração das redes de ensino com os Núcleos de Apoio Técnico e Acessibilização de Materiais e com as demais estruturas da Reneei; III - articular a oferta, a indicação e o acompanhamento do uso de tecnologias assistivas, em cooperação com as políticas de saúde e assistência social, quando estas se constituírem como condição para o acesso, a permanência ou a participação do estudante em seu percurso escolar; IV - apoiar as redes de ensino na busca ativa de estudantes público da Educação Especial fora da escola ou em risco de evasão, em regime de colaboração com a política de saúde e assistência social; V - apoiar as redes de ensino na implementação de referenciais de planejamento integrado de professores do AEE; VI - divulgar e acompanhar os processos de formação para os profissionais de educação nas redes de ensino; VII - apoiar as redes de ensino na elaboração de normas da PNEEI, no âmbito local; VIII - monitorar, em âmbito territorial, situações de violação do direito à Educação Especial Inclusiva, articulando, quando necessário, os órgãos do Sistema de Garantia de Direitos; e IX - mobilizar as famílias para ações de formação. Parágrafo único. A atuação dos Agentes Intersetoriais de Educação Especial Inclusiva observará os princípios da corresponsabilidade, da não medicalização da educação, da centralidade da escola comum, do protagonismo dos estudantes com deficiência, altas habilidades ou superdotação e da participação das famílias.",,,,,"[""Agentes Intersetoriais"", ""competências"", ""articulação intersetorial"", ""matrícula permanência aprendizagem""]","Agentes Intersetoriais, competências, articulação intersetorial, matrícula permanência aprendizagem"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",33,portaria_421_2026_art_33,"Artigo 33. Os Coordenadores de Intersetorialidade e os Agentes Intersetoriais de Educação Especial Inclusiva farão jus ao recebimento de ajuda de custos, na forma e nos valores definidos em ato da Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão.",,,,,"[""Coordenadores Agentes Intersetoriais"", ""ajuda de custos"", ""remuneração""]","Coordenadores Agentes Intersetoriais, ajuda de custos, remuneração"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",34,portaria_421_2026_art_34,"Artigo 34. Fica instituído o Selo Redes Educacionais Inclusivas, com a finalidade de reconhecer, valorizar e disseminar experiências de redes públicas de ensino da educação básica que se destaquem na efetivação da PNEEI nos diferentes contextos educacionais brasileiros, em conformidade com o art. 18 do Decreto nº 12.686, de 20 de outubro de 2025. § 1º O Selo Redes Educacionais Inclusivas será concedido pelo Ministério da Educação às redes públicas de ensino da educação básica que tenham como princípio a garantia de um sistema educacional inclusivo, em todas as etapas e modalidades, fundamentado na inclusão e na perspectiva anticapacitista. § 2º Os critérios para a concessão do Selo Redes Educacionais Inclusivas serão definidos em edital próprio, anualmente, publicado em plataforma oficial do Ministério da Educação, pela Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão.",,,,,"[""Selo Redes Educacionais Inclusivas"", ""reconhecimento"", ""boas práticas"", ""redes públicas""]","Selo Redes Educacionais Inclusivas, reconhecimento, boas práticas, redes públicas"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",35,portaria_421_2026_art_35,"Artigo 35. A participação nas atividades de governança da PNEEI, com exceção daquelas exercidas pelos Coordenadores de Gestão Pedagógica, pelos Coordenadores de Intersetorialidade e pelos Agentes Intersetoriais de Educação Especial Inclusiva, será considerada função relevante não remunerada.",,,,,"[""governança PNEEI"", ""função não remunerada"", ""participação voluntária""]","governança PNEEI, função não remunerada, participação voluntária"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",36,portaria_421_2026_art_36,"Artigo 36. O apoio administrativo e os meios necessários à execução dos trabalhos da estrutura de governança executiva e participativa serão de responsabilidade da Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão.",,,,,"[""Secadi"", ""apoio administrativo"", ""governança executiva participativa""]","Secadi, apoio administrativo, governança executiva participativa"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",37,portaria_421_2026_art_37,"Artigo 37. As redes de ensino que já possuam documentos pedagógicos individualizados com finalidades análogas ao PAEE e ao PEI deverão adequá-los ao disposto nesta Portaria no prazo de até três anos, contados da data de sua publicação.",,,,,"[""PAEE"", ""PEI"", ""prazo adequação"", ""disposição transitória"", ""três anos""]","PAEE, PEI, prazo adequação, disposição transitória, três anos"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",38,portaria_421_2026_art_38,"Artigo 38. As exigências de formação continuada para a educação básica previstas nos arts. 13, inciso II, e 15, inciso II, do Decreto nº 12.686, de 20 de outubro de 2025, deverão ser atendidas no prazo de até quatro anos, contados da data de publicação desta Portaria, ressalvados os profissionais já em exercício na data de publicação do Decreto nº 12.773, de 8 de dezembro de 2025, que terão prazo de seis anos para adequação. Parágrafo único. As formações ofertadas no âmbito estadual, municipal ou distrital das redes públicas de ensino da educação básica poderão ser aproveitadas para o cumprimento das horas mínimas para o professor do AEE e profissional de apoio escolar, mediante regramento estabelecido pela Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão.",,,,,"[""formação continuada"", ""prazo cumprimento"", ""quatro anos"", ""disposição transitória""]","formação continuada, prazo cumprimento, quatro anos, disposição transitória"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",39,portaria_421_2026_art_39,Artigo 39. Esta Portaria entra em vigor na data de sua publicação.,,,,,"[""vigência"", ""entrada em vigor"", ""disposição final""]","vigência, entrada em vigor, disposição final"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",1,resolução_4_2009_art_1,"Artigo 1. Para a implementação do Decreto nº 6.571/2008, os sistemas de ensino devem matricular os alunos com deficiência, transtornos globais do desenvolvimento e altas habilidades/superdotação nas classes comuns do ensino regular e no Atendimento Educacional Especializado (AEE), ofertado em salas de recursos multifuncionais ou em centros de Atendimento Educacional Especializado da rede pública ou de instituições comunitárias, confessionais ou filantrópicas sem fins lucrativos.",,,,,"[""AEE"", ""matrícula"", ""classes comuns"", ""SRM"", ""público-alvo""]","AEE, matrícula, classes comuns, SRM, público-alvo"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",2,resolução_4_2009_art_2,"Artigo 2. O AEE tem como função complementar ou suplementar a formação do aluno por meio da disponibilização de serviços, recursos de acessibilidade e estratégias que eliminem as barreiras para sua plena participação na sociedade e desenvolvimento de sua aprendizagem. Parágrafo único. Para fins destas Diretrizes, consideram-se recursos de acessibilidade na educação aqueles que asseguram condições de acesso ao currículo dos alunos com deficiência ou mobilidade reduzida, promovendo a utilização dos materiais didáticos e pedagógicos, dos espaços, dos mobiliários e equipamentos, dos sistemas de comunicação e informação, dos transportes e dos demais serviços.",,,,,"[""AEE"", ""complementar"", ""suplementar"", ""recursos de acessibilidade"", ""barreiras""]","AEE, complementar, suplementar, recursos de acessibilidade, barreiras"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",3,resolução_4_2009_art_3,"Artigo 3. A Educação Especial se realiza em todos os níveis, etapas e modalidades de ensino, tendo o AEE como parte integrante do processo educacional.",,,,,"[""educação especial"", ""transversalidade"", ""AEE"", ""níveis etapas modalidades""]","educação especial, transversalidade, AEE, níveis etapas modalidades"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",4,resolução_4_2009_art_4,"Artigo 4. Para fins destas Diretrizes, considera-se público-alvo do AEE: I – Alunos com deficiência: aqueles que têm impedimentos de longo prazo de natureza física, intelectual, mental ou sensorial. II – Alunos com transtornos globais do desenvolvimento: aqueles que apresentam um quadro de alterações no desenvolvimento neuropsicomotor, comprometimento nas relações sociais, na comunicação ou estereotipias motoras. Incluem-se nessa definição alunos com autismo clássico, síndrome de Asperger, síndrome de Rett, transtorno desintegrativo da infância (psicoses) e transtornos invasivos sem outra especificação. III – Alunos com altas habilidades/superdotação: aqueles que apresentam um potencial elevado e grande envolvimento com as áreas do conhecimento humano, isoladas ou combinadas: intelectual, liderança, psicomotora, artes e criatividade.",,,,,"[""público-alvo AEE"", ""deficiência"", ""TGD"", ""altas habilidades"", ""superdotação""]","público-alvo AEE, deficiência, TGD, altas habilidades, superdotação"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",5,resolução_4_2009_art_5,"Artigo 5. O AEE é realizado, prioritariamente, na sala de recursos multifuncionais da própria escola ou em outra escola de ensino regular, no turno inverso da escolarização, não sendo substitutivo às classes comuns, podendo ser realizado, também, em centro de Atendimento Educacional Especializado da rede pública ou de instituições comunitárias, confessionais ou filantrópicas sem fins lucrativos, conveniadas com a Secretaria de Educação ou órgão equivalente dos Estados, Distrito Federal ou dos Municípios.",,,,,"[""AEE"", ""SRM"", ""turno inverso"", ""não substitutivo"", ""centro de AEE""]","AEE, SRM, turno inverso, não substitutivo, centro de AEE"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",6,resolução_4_2009_art_6,"Artigo 6. Em casos de Atendimento Educacional Especializado em ambiente hospitalar ou domiciliar, será ofertada aos alunos, pelo respectivo sistema de ensino, a Educação Especial de forma complementar ou suplementar.",,,,,"[""AEE"", ""domiciliar hospitalar"", ""complementar"", ""suplementar"", ""educação especial""]","AEE, domiciliar hospitalar, complementar, suplementar, educação especial"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",7,resolução_4_2009_art_7,"Artigo 7. Os alunos com altas habilidades/superdotação terão suas atividades de enriquecimento curricular desenvolvidas no âmbito de escolas públicas de ensino regular em interface com os núcleos de atividades para altas habilidades/superdotação e com as instituições de ensino superior e institutos voltados ao desenvolvimento e promoção da pesquisa, das artes e dos esportes.",,,,,"[""altas habilidades"", ""superdotação"", ""enriquecimento curricular"", ""núcleos"", ""IES""]","altas habilidades, superdotação, enriquecimento curricular, núcleos, IES"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",8,resolução_4_2009_art_8,"Artigo 8. Serão contabilizados duplamente, no âmbito do FUNDEB, de acordo com o Decreto nº 6.571/2008, os alunos matriculados em classe comum de ensino regular público que tiverem matrícula concomitante no AEE. Parágrafo único. O financiamento da matrícula no AEE é condicionado à matrícula no ensino regular da rede pública, conforme registro no Censo Escolar/MEC/INEP do ano anterior, sendo contemplada: a) matrícula em classe comum e em sala de recursos multifuncionais da mesma escola pública; b) matrícula em classe comum e em sala de recursos multifuncionais de outra escola pública; c) matrícula em classe comum e em centro de Atendimento Educacional Especializado de instituição de Educação Especial pública; d) matrícula em classe comum e em centro de Atendimento Educacional Especializado de instituições de Educação Especial comunitárias, confessionais ou filantrópicas sem fins lucrativos.",,,,,"[""Fundeb"", ""dupla matrícula"", ""financiamento"", ""Censo Escolar"", ""contabilização""]","Fundeb, dupla matrícula, financiamento, Censo Escolar, contabilização"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",9,resolução_4_2009_art_9,"Artigo 9. A elaboração e a execução do plano de AEE são de competência dos professores que atuam na sala de recursos multifuncionais ou centros de AEE, em articulação com os demais professores do ensino regular, com a participação das famílias e em interface com os demais serviços setoriais da saúde, da assistência social, entre outros necessários ao atendimento.",,,,,"[""plano AEE"", ""professor SRM"", ""articulação"", ""família"", ""intersetorialidade""]","plano AEE, professor SRM, articulação, família, intersetorialidade"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",10,resolução_4_2009_art_10,"Artigo 10. O projeto pedagógico da escola de ensino regular deve institucionalizar a oferta do AEE prevendo na sua organização: I – sala de recursos multifuncionais: espaço físico, mobiliário, materiais didáticos, recursos pedagógicos e de acessibilidade e equipamentos específicos; II – matrícula no AEE de alunos matriculados no ensino regular da própria escola ou de outra escola; III – cronograma de atendimento aos alunos; IV – plano do AEE: identificação das necessidades educacionais específicas dos alunos, definição dos recursos necessários e das atividades a serem desenvolvidas; V – professores para o exercício da docência do AEE; VI – outros profissionais da educação: tradutor e intérprete de Língua Brasileira de Sinais, guia-intérprete e outros que atuem no apoio, principalmente às atividades de alimentação, higiene e locomoção; VII – redes de apoio no âmbito da atuação profissional, da formação, do desenvolvimento da pesquisa, do acesso a recursos, serviços e equipamentos, entre outros que maximizem o AEE. Parágrafo único. Os profissionais referidos no inciso VI atuam com os alunos público alvo da Educação Especial em todas as atividades escolares nas quais se fizerem necessários.",,,,,"[""projeto pedagógico"", ""SRM"", ""organização AEE"", ""matrícula"", ""plano AEE""]","projeto pedagógico, SRM, organização AEE, matrícula, plano AEE"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",11,resolução_4_2009_art_11,"Artigo 11. A proposta de AEE, prevista no projeto pedagógico do centro de Atendimento Educacional Especializado público ou privado sem fins lucrativos, conveniado para essa finalidade, deve ser aprovada pela respectiva Secretaria de Educação ou órgão equivalente, contemplando a organização disposta no artigo 10 desta Resolução. Parágrafo único. Os centros de Atendimento Educacional Especializado devem cumprir as exigências legais estabelecidas pelo Conselho de Educação do respectivo sistema de ensino, quanto ao seu credenciamento, autorização de funcionamento e organização, em consonância com as orientações preconizadas nestas Diretrizes Operacionais.",,,,,"[""centro de AEE"", ""convênio"", ""Secretaria de Educação"", ""aprovação"", ""proposta AEE""]","centro de AEE, convênio, Secretaria de Educação, aprovação, proposta AEE"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",12,resolução_4_2009_art_12,"Artigo 12. Para atuação no AEE, o professor deve ter formação inicial que o habilite para o exercício da docência e formação específica para a Educação Especial.",,,,,"[""professor AEE"", ""formação"", ""habilitação docente"", ""educação especial""]","professor AEE, formação, habilitação docente, educação especial"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",13,resolução_4_2009_art_13,"Artigo 13. São atribuições do professor do Atendimento Educacional Especializado: I – identificar, elaborar, produzir e organizar serviços, recursos pedagógicos, de acessibilidade e estratégias considerando as necessidades específicas dos alunos público-alvo da Educação Especial; II – elaborar e executar plano de Atendimento Educacional Especializado, avaliando a funcionalidade e a aplicabilidade dos recursos pedagógicos e de acessibilidade; III – organizar o tipo e o número de atendimentos aos alunos na sala de recursos multifuncionais; IV – acompanhar a funcionalidade e a aplicabilidade dos recursos pedagógicos e de acessibilidade na sala de aula comum do ensino regular, bem como em outros ambientes da escola; V – estabelecer parcerias com as áreas intersetoriais na elaboração de estratégias e na disponibilização de recursos de acessibilidade; VI – orientar professores e famílias sobre os recursos pedagógicos e de acessibilidade utilizados pelo aluno; VII – ensinar e usar a tecnologia assistiva de forma a ampliar habilidades funcionais dos alunos, promovendo autonomia e participação; VIII – estabelecer articulação com os professores da sala de aula comum, visando à disponibilização dos serviços, dos recursos pedagógicos e de acessibilidade e das estratégias que promovem a participação dos alunos nas atividades escolares.",,,,,"[""professor AEE"", ""atribuições"", ""plano AEE"", ""recursos pedagógicos"", ""acessibilidade""]","professor AEE, atribuições, plano AEE, recursos pedagógicos, acessibilidade"
R4,Resolução,4,2009,"Resolução nº 4, de 2 de outubro de 2009","Institui Diretrizes Operacionais para o Atendimento Educacional Especializado na Educação Básica, modalidade Educação Especial.",14,resolução_4_2009_art_14,"Artigo 14. Esta Resolução entrará em vigor na data de sua publicação, revogadas as disposições em contrário",,,,,"[""vigência"", ""entrada em vigor"", ""disposição final""]","vigência, entrada em vigor, disposição final"
D5626,Decreto,5626,2005,"Decreto nº 5.626, de 22 de dezembro de 2005","Regulamenta a Lei nº 10.436, de 24 de abril de 2002, que dispõe sobre a Língua Brasileira de Sinais - Libras, e o art. 18 da Lei nº 10.098, de 19 de dezembro de 2000.",1,decreto_5626_2005_art_1,"Artigo 1. Este Decreto regulamenta a Lei nº 10.436, de 24 de abril de 2002, e o art. 18 da Lei nº 10.098, de 19 de dezembro de 2000.",,,Capítulo I - Das disposições preliminares,,"[""Libras"", ""regulamentação"", ""Lei 10436/2002"", ""Lei 10098/2000""]","Libras, regulamentação, Lei 10436/2002, Lei 10098/2000"
D5626,Decreto,5626,2005,"Decreto nº 5.626, de 22 de dezembro de 2005","Regulamenta a Lei nº 10.436, de 24 de abril de 2002, que dispõe sobre a Língua Brasileira de Sinais - Libras, e o art. 18 da Lei nº 10.098, de 19 de dezembro de 2000.",2,decreto_5626_2005_art_2,"Artigo 2. Para os fins deste Decreto, considera-se pessoa surda aquela que, por ter perda auditiva, compreende e interage com o mundo por meio de experiências visuais, manifestando sua cultura principalmente pelo uso da Língua Brasileira de Sinais - Libras. Parágrafo único. Considera-se deficiência auditiva a perda bilateral, parcial ou total, de quarenta e um decibéis (dB) ou mais, aferida por audiograma nas freqüências de 500Hz, 1.000Hz, 2.000Hz e 3.000Hz.",,,Capítulo I - Das disposições preliminares,,"[""pessoa surda"", ""deficiência auditiva"", ""Libras"", ""definição"", ""perda auditiva""]","pessoa surda, deficiência auditiva, Libras, definição, perda auditiva"
D5626,Decreto,5626,2005,"Decreto nº 5.626, de 22 de dezembro de 2005","Regulamenta a Lei nº 10.436, de 24 de abril de 2002, que dispõe sobre a Língua Brasileira de Sinais - Libras, e o art. 18 da Lei nº 10.098, de 19 de dezembro de 2000.",3,decreto_5626_2005_art_3,"Artigo 3. A Libras deve ser inserida como disciplina curricular obrigatória nos cursos de formação de professores para o exercício do magistério, em nível médio e superior, e nos cursos de Fonoaudiologia, de instituições de ensino, públicas e privadas, do sistema federal de ensino e dos sistemas de ensino dos Estados, do Distrito Federal e dos Municípios. § 1º Todos os cursos de licenciatura, nas diferentes áreas do conhecimento, o curso normal de nível médio, o curso normal superior, o curso de Pedagogia e o curso de Educação Especial são considerados cursos de formação de professores e profissionais da educação para o exercício do magistério. § 2º A Libras constituir-se-á em disciplina curricular optativa nos demais cursos de educação superior e na educação profissional, a partir de um ano da publicação deste Decreto.",,,Capítulo II - Da inclusão da libras como disciplina curricular,,"[""Libras"", ""disciplina curricular obrigatória"", ""formação de professores"", ""Fonoaudiologia""]","Libras, disciplina curricular obrigatória, formação de professores, Fonoaudiologia"
D5626,Decreto,5626,2005,"Decreto nº 5.626, de 22 de dezembro de 2005","Regulamenta a Lei nº 10.436, de 24 de abril de 2002, que dispõe sobre a Língua Brasileira de Sinais - Libras, e o art. 18 da Lei nº 10.098, de 19 de dezembro de 2000.",4,decreto_5626_2005_art_4,"Artigo 4. A formação de docentes para o ensino de Libras nas séries finais do ensino fundamental, no ensino médio e na educação superior deve ser realizada em nível superior, em curso de graduação de licenciatura plena em Letras: Libras ou em Letras: Libras/Língua Portuguesa como segunda língua. Parágrafo único. As pessoas surdas terão prioridade nos cursos de formação previstos no caput.",,,Capítulo III - Da formação do professor de libras e do instrutor de libras,,"[""formação docente Libras"", ""Letras Libras"", ""ensino médio superior"", ""licenciatura""]","formação docente Libras, Letras Libras, ensino médio superior, licenciatura"
D5626,Decreto,5626,2005,"Decreto nº 5.626, de 22 de dezembro de 2005","Regulamenta a Lei nº 10.436, de 24 de abril de 2002, que dispõe sobre a Língua Brasileira de Sinais - Libras, e o art. 18 da Lei nº 10.098, de 19 de dezembro de 2000.",5,decreto_5626_2005_art_5,"Artigo 5. A formação de docentes para o ensino de Libras na educação infantil e nos anos iniciais do ensino fundamental deve ser realizada em curso de Pedagogia ou curso normal superior, em que Libras e Língua Portuguesa escrita tenham constituído línguas de instrução, viabilizando a formação bilíngüe. § 1º Admite-se como formação mínima de docentes para o ensino de Libras na educação infantil e nos anos iniciais do ensino fundamental, a formação ofertada em nível médio na modalidade normal, que viabilizar a formação bilíngüe, referida no caput. § 2º As pessoas surdas terão prioridade nos cursos de formação previstos no caput.",,,Capítulo III - Da formação do professor de libras e do instrutor de libras,,"[""formação docente Libras"", ""educação infantil"", ""anos iniciais"", ""Pedagogia bilíngue""]","formação docente Libras, educação infantil, anos iniciais, Pedagogia bilíngue"
